"export-plot data (NetLogo 6.1.1)"
"altruism.nlogo"
"01/28/2021 13:51:29:294 +0100"

"MODEL SETTINGS"
"n_basic2","tick_energy","init_energy","food_amount","gestation_period","chemical_cost","food_surface","prob_mutation","life_span","n_altruistic2","n_profiteer2","diffusion-rate","food_expiration","evaporation-rate","eating_rate","n_food_source","n_altruistic","n_basic","n_profiteer","food_energy"
"0","0.1","100","3","100","0.5","5","0","1000","0","0","50","500","5","20","3","0","0","100","20"

"""Population"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","55400","0","150","true","""basics""","true","3"

"pen name","pen down?","mode","interval","color","x"
"""basics""","true","0","1","0","48117"
"""altruistics""","true","0","1","75","48117"
"""profiteers""","true","0","1","25","48117"

"""basics""",,,,"""altruistics""",,,,"""profiteers"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"0","0","0","true","0","0","75","true","0","100","25","true"
"1","0","0","true","1","0","75","true","1","100","25","true"
"2","0","0","true","2","0","75","true","2","100","25","true"
"3","0","0","true","3","0","75","true","3","100","25","true"
"4","0","0","true","4","0","75","true","4","100","25","true"
"5","0","0","true","5","0","75","true","5","100","25","true"
"6","0","0","true","6","0","75","true","6","100","25","true"
"7","0","0","true","7","0","75","true","7","100","25","true"
"8","0","0","true","8","0","75","true","8","100","25","true"
"9","0","0","true","9","0","75","true","9","100","25","true"
"10","0","0","true","10","0","75","true","10","100","25","true"
"11","0","0","true","11","0","75","true","11","100","25","true"
"12","0","0","true","12","0","75","true","12","100","25","true"
"13","0","0","true","13","0","75","true","13","100","25","true"
"14","0","0","true","14","0","75","true","14","100","25","true"
"15","0","0","true","15","0","75","true","15","100","25","true"
"16","0","0","true","16","0","75","true","16","100","25","true"
"17","0","0","true","17","0","75","true","17","100","25","true"
"18","0","0","true","18","0","75","true","18","100","25","true"
"19","0","0","true","19","0","75","true","19","100","25","true"
"20","0","0","true","20","0","75","true","20","100","25","true"
"21","0","0","true","21","0","75","true","21","100","25","true"
"22","0","0","true","22","0","75","true","22","100","25","true"
"23","0","0","true","23","0","75","true","23","100","25","true"
"24","0","0","true","24","0","75","true","24","100","25","true"
"25","0","0","true","25","0","75","true","25","100","25","true"
"26","0","0","true","26","0","75","true","26","100","25","true"
"27","0","0","true","27","0","75","true","27","100","25","true"
"28","0","0","true","28","0","75","true","28","100","25","true"
"29","0","0","true","29","0","75","true","29","100","25","true"
"30","0","0","true","30","0","75","true","30","100","25","true"
"31","0","0","true","31","0","75","true","31","100","25","true"
"32","0","0","true","32","0","75","true","32","100","25","true"
"33","0","0","true","33","0","75","true","33","100","25","true"
"34","0","0","true","34","0","75","true","34","100","25","true"
"35","0","0","true","35","0","75","true","35","100","25","true"
"36","0","0","true","36","0","75","true","36","100","25","true"
"37","0","0","true","37","0","75","true","37","100","25","true"
"38","0","0","true","38","0","75","true","38","100","25","true"
"39","0","0","true","39","0","75","true","39","100","25","true"
"40","0","0","true","40","0","75","true","40","100","25","true"
"41","0","0","true","41","0","75","true","41","100","25","true"
"42","0","0","true","42","0","75","true","42","100","25","true"
"43","0","0","true","43","0","75","true","43","100","25","true"
"44","0","0","true","44","0","75","true","44","100","25","true"
"45","0","0","true","45","0","75","true","45","100","25","true"
"46","0","0","true","46","0","75","true","46","100","25","true"
"47","0","0","true","47","0","75","true","47","100","25","true"
"48","0","0","true","48","0","75","true","48","100","25","true"
"49","0","0","true","49","0","75","true","49","100","25","true"
"50","0","0","true","50","0","75","true","50","100","25","true"
"51","0","0","true","51","0","75","true","51","100","25","true"
"52","0","0","true","52","0","75","true","52","100","25","true"
"53","0","0","true","53","0","75","true","53","100","25","true"
"54","0","0","true","54","0","75","true","54","100","25","true"
"55","0","0","true","55","0","75","true","55","100","25","true"
"56","0","0","true","56","0","75","true","56","100","25","true"
"57","0","0","true","57","0","75","true","57","100","25","true"
"58","0","0","true","58","0","75","true","58","100","25","true"
"59","0","0","true","59","0","75","true","59","100","25","true"
"60","0","0","true","60","0","75","true","60","100","25","true"
"61","0","0","true","61","0","75","true","61","100","25","true"
"62","0","0","true","62","0","75","true","62","100","25","true"
"63","0","0","true","63","0","75","true","63","100","25","true"
"64","0","0","true","64","0","75","true","64","100","25","true"
"65","0","0","true","65","0","75","true","65","100","25","true"
"66","0","0","true","66","0","75","true","66","100","25","true"
"67","0","0","true","67","0","75","true","67","100","25","true"
"68","0","0","true","68","0","75","true","68","100","25","true"
"69","0","0","true","69","0","75","true","69","100","25","true"
"70","0","0","true","70","0","75","true","70","100","25","true"
"71","0","0","true","71","0","75","true","71","100","25","true"
"72","0","0","true","72","0","75","true","72","100","25","true"
"73","0","0","true","73","0","75","true","73","100","25","true"
"74","0","0","true","74","0","75","true","74","100","25","true"
"75","0","0","true","75","0","75","true","75","100","25","true"
"76","0","0","true","76","0","75","true","76","100","25","true"
"77","0","0","true","77","0","75","true","77","100","25","true"
"78","0","0","true","78","0","75","true","78","100","25","true"
"79","0","0","true","79","0","75","true","79","100","25","true"
"80","0","0","true","80","0","75","true","80","100","25","true"
"81","0","0","true","81","0","75","true","81","100","25","true"
"82","0","0","true","82","0","75","true","82","100","25","true"
"83","0","0","true","83","0","75","true","83","100","25","true"
"84","0","0","true","84","0","75","true","84","100","25","true"
"85","0","0","true","85","0","75","true","85","100","25","true"
"86","0","0","true","86","0","75","true","86","100","25","true"
"87","0","0","true","87","0","75","true","87","100","25","true"
"88","0","0","true","88","0","75","true","88","100","25","true"
"89","0","0","true","89","0","75","true","89","100","25","true"
"90","0","0","true","90","0","75","true","90","100","25","true"
"91","0","0","true","91","0","75","true","91","100","25","true"
"92","0","0","true","92","0","75","true","92","100","25","true"
"93","0","0","true","93","0","75","true","93","100","25","true"
"94","0","0","true","94","0","75","true","94","100","25","true"
"95","0","0","true","95","0","75","true","95","100","25","true"
"96","0","0","true","96","0","75","true","96","100","25","true"
"97","0","0","true","97","0","75","true","97","100","25","true"
"98","0","0","true","98","0","75","true","98","100","25","true"
"99","0","0","true","99","0","75","true","99","100","25","true"
"100","0","0","true","100","0","75","true","100","100","25","true"
"101","0","0","true","101","0","75","true","101","100","25","true"
"102","0","0","true","102","0","75","true","102","100","25","true"
"103","0","0","true","103","0","75","true","103","100","25","true"
"104","0","0","true","104","0","75","true","104","100","25","true"
"105","0","0","true","105","0","75","true","105","100","25","true"
"106","0","0","true","106","0","75","true","106","100","25","true"
"107","0","0","true","107","0","75","true","107","100","25","true"
"108","0","0","true","108","0","75","true","108","100","25","true"
"109","0","0","true","109","0","75","true","109","100","25","true"
"110","0","0","true","110","0","75","true","110","100","25","true"
"111","0","0","true","111","0","75","true","111","100","25","true"
"112","0","0","true","112","0","75","true","112","100","25","true"
"113","0","0","true","113","0","75","true","113","100","25","true"
"114","0","0","true","114","0","75","true","114","100","25","true"
"115","0","0","true","115","0","75","true","115","100","25","true"
"116","0","0","true","116","0","75","true","116","100","25","true"
"117","0","0","true","117","0","75","true","117","100","25","true"
"118","0","0","true","118","0","75","true","118","100","25","true"
"119","0","0","true","119","0","75","true","119","100","25","true"
"120","0","0","true","120","0","75","true","120","100","25","true"
"121","0","0","true","121","0","75","true","121","100","25","true"
"122","0","0","true","122","0","75","true","122","100","25","true"
"123","0","0","true","123","0","75","true","123","100","25","true"
"124","0","0","true","124","0","75","true","124","100","25","true"
"125","0","0","true","125","0","75","true","125","100","25","true"
